(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 1983 (Erststimmen nach Gemeinden)

"Satzart";"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Gemeinde";"Gemeindegröße";"evangelische Bevölkerung";"Anteil Selbstständige und Mithelfende";"Anteil Beamte und Angestellte";"Bezirksart";"Wahlberechtigte (A)";"Wahlberechtigte mit Sperrvermerk (A2)";"Wähler (B)";"Ungültige";"Gültige";"SPD";"CDU/CSU";"FDP";"GRÜNE";"BWK";"CBV";"DKP";"EAP";"KPD";"NPD";"OEDP";"UST";"Übrige"
"2";"208";"09";"1";"84";"119";"51";"23";"11";"42";"5";0;0;604;3;601;278;242;41;39;0;0;0;0;0;1;0;0;0
"2";"208";"09";"1";"84";"120";"51";"32";"21";"55";"5";0;0;1908;11;1897;522;1123;151;96;0;0;1;0;0;4;0;0;0
"2";"208";"09";"1";"84";"120";"51";"32";"21";"55";"0";10008;2060;7183;68;7115;2309;3810;599;371;0;0;5;0;0;21;0;0;0
"2";"208";"09";"1";"84";"121";"31";"24";"23";"44";"5";0;0;304;0;304;75;188;21;20;0;0;0;0;0;0;0;0;0
"2";"208";"09";"1";"84";"121";"31";"24";"23";"44";"0";2536;311;2002;23;1979;594;1199;90;88;0;0;3;0;0;5;0;0;0
"2";"208";"09";"1";"84";"122";"41";"30";"27";"53";"5";0;0;1802;7;1795;313;1234;179;66;0;0;1;0;0;2;0;0;0
"2";"208";"09";"1";"84";"122";"41";"30";"27";"53";"0";6880;1844;4474;44;4430;1054;2732;435;196;0;0;2;0;0;11;0;0;0
"2";"208";"09";"1";"84";"123";"51";"19";"09";"59";"5";0;0;1541;5;1536;527;896;60;49;0;0;3;0;0;1;0;0;0
"2";"208";"09";"1";"84";"123";"51";"19";"09";"59";"0";11614;1592;8848;101;8747;3642;4402;341;321;0;0;14;0;0;27;0;0;0
"2";"208";"09";"1";"84";"127";"41";"16";"12";"31";"5";0;0;321;10;311;92;197;13;7;0;0;1;0;0;1;0;0;0
"2";"208";"09";"1";"84";"127";"41";"16";"12";"31";"0";3542;348;2890;38;2852;985;1608;136;113;0;0;4;0;0;6;0;0;0
"2";"208";"09";"1";"84";"129";"41";"27";"15";"47";"5";0;0;611;2;609;139;354;86;29;0;0;0;0;0;1;0;0;0
"2";"208";"09";"1";"84";"129";"41";"27";"15";"47";"0";4668;880;3542;45;3497;1091;1977;273;130;0;0;4;0;0;22;0;0;0
"2";"208";"09";"1";"84";"130";"51";"11";"17";"34";"5";0;0;945;13;932;339;512;37;40;0;0;0;0;0;4;0;0;0
"2";"208";"09";"1";"84";"130";"51";"11";"17";"34";"0";8612;975;6746;98;6648;2468;3664;236;256;0;0;6;0;0;18;0;0;0
"2";"208";"09";"1";"84";"131";"41";"18";"22";"37";"5";0;0;686;6;680;233;371;47;28;0;0;0;0;0;1;0;0;0
"2";"208";"09";"1";"84";"131";"41";"18";"22";"37";"0";5927;695;4780;30;4750;1759;2547;240;190;0;0;8;0;0;6;0;0;0
"2";"208";"09";"1";"84";"132";"41";"27";"17";"55";"5";0;0;602;8;594;161;363;29;35;0;0;0;0;0;6;0;0;0
"2";"208";"09";"1";"84";"132";"41";"27";"17";"55";"0";776;121;574;8;566;225;285;31;22;0;0;2;0;0;1;0;0;0
"2";"208";"09";"1";"84";"132";"41";"27";"17";"55";"0";2879;502;2150;20;2130;688;1176;143;115;0;0;2;0;0;6;0;0;0
"2";"208";"09";"1";"84";"134";"41";"19";"17";"44";"5";0;0;918;5;913;271;551;56;32;0;0;2;0;0;1;0;0;0
"2";"208";"09";"1";"84";"134";"41";"19";"17";"44";"0";6350;990;4797;65;4732;1488;2737;294;180;0;0;13;0;0;20;0;0;0
"2";"208";"09";"1";"84";"135";"51";"25";"09";"55";"5";0;0;710;5;705;217;387;66;31;0;0;0;0;0;4;0;0;0
"2";"208";"09";"1";"84";"135";"51";"25";"09";"55";"0";6938;737;5400;45;5355;2063;2643;405;216;0;0;8;0;0;20;0;0;0
"2";"208";"09";"1";"84";"136";"51";"33";"14";"60";"0";1090;211;790;9;781;245;420;77;37;0;0;0;0;0;2;0;0;0
"2";"208";"09";"1";"84";"136";"51";"33";"14";"60";"0";12527;1958;9430;161;9269;3185;5159;484;402;0;0;7;0;0;32;0;0;0
"2";"208";"09";"1";"84";"136";"51";"33";"14";"60";"5";0;0;2079;23;2056;661;1195;109;84;0;0;2;0;0;5;0;0;0
"2";"208";"09";"1";"84";"137";"21";"11";"30";"27";"5";0;0;157;0;157;36;101;12;7;0;0;0;0;0;1;0;0;0
"2";"208";"09";"1";"84";"137";"21";"11";"30";"27";"0";2189;161;1841;23;1818;397;1293;72;46;0;0;3;0;0;7;0;0;0
"2";"208";"09";"1";"84";"138";"51";"28";"17";"57";"5";0;0;1053;13;1040;305;593;69;73;0;0;0;0;0;0;0;0;0
"2";"208";"09";"1";"84";"138";"51";"28";"17";"57";"0";6737;1089;5057;57;5000;1875;2559;311;245;0;0;2;0;0;8;0;0;0
"2";"208";"09";"1";"84";"139";"41";"30";"18";"58";"0";5128;867;3860;36;3824;1290;2021;322;179;0;0;5;0;0;7;0;0;0
"2";"208";"09";"1";"84";"139";"41";"30";"18";"58";"5";0;0;1003;8;995;267;589;83;54;0;0;0;0;0;2;0;0;0
"2";"208";"09";"1";"84";"139";"41";"30";"18";"58";"0";793;175;526;5;521;207;253;44;14;0;0;0;0;0;3;0;0;0
"2";"208";"09";"1";"84";"140";"41";"23";"16";"39";"0";3126;467;2368;30;2338;806;1318;111;96;0;0;2;0;0;5;0;0;0
"2";"208";"09";"1";"84";"140";"41";"23";"16";"39";"5";0;0;456;2;454;117;295;27;12;0;0;0;0;0;3;0;0;0
"2";"208";"09";"1";"84";"141";"41";"12";"31";"33";"5";0;0;400;3;397;130;224;22;18;0;0;1;0;0;2;0;0;0
"2";"208";"09";"1";"84";"141";"41";"12";"31";"33";"0";3579;411;2885;37;2848;899;1692;122;122;0;0;3;0;0;10;0;0;0
"2";"208";"09";"1";"84";"142";"41";"23";"21";"46";"5";0;0;545;6;539;144;305;46;42;0;0;1;0;0;1;0;0;0
"2";"208";"09";"1";"84";"142";"41";"23";"21";"46";"0";3458;594;2606;29;2577;701;1539;198;132;0;0;1;0;0;6;0;0;0
"2";"208";"09";"1";"84";"144";"21";"17";"33";"38";"5";0;0;254;2;252;57;168;19;8;0;0;0;0;0;0;0;0;0
"2";"208";"09";"1";"84";"144";"21";"17";"33";"38";"0";1765;258;1360;8;1352;347;882;71;45;0;0;2;0;0;5;0;0;0
"2";"208";"09";"1";"84";"145";"51";"16";"19";"33";"5";0;0;1124;7;1117;411;590;61;49;0;0;2;0;0;4;0;0;0
"2";"208";"09";"1";"84";"145";"51";"16";"19";"33";"0";9656;1182;7599;67;7532;3169;3646;389;285;0;0;5;0;0;38;0;0;0
"2";"208";"09";"1";"84";"146";"51";"33";"10";"67";"5";0;0;954;3;951;293;540;63;51;0;0;0;0;0;4;0;0;0
"2";"208";"09";"1";"84";"146";"51";"33";"10";"67";"0";5738;1111;4291;42;4249;1489;2317;238;191;0;0;2;0;0;12;0;0;0
"2";"208";"09";"1";"84";"147";"41";"17";"10";"42";"5";0;0;527;2;525;229;256;20;18;0;0;1;0;0;1;0;0;0
"2";"208";"09";"1";"84";"147";"41";"17";"10";"42";"0";3738;547;2870;26;2844;1365;1275;89;102;0;0;2;0;0;11;0;0;0
"2";"208";"09";"1";"84";"148";"51";"26";"12";"60";"5";0;0;1737;8;1729;594;970;81;77;0;0;3;0;0;4;0;0;0
"2";"208";"09";"1";"84";"148";"51";"26";"12";"60";"0";12655;1908;9750;76;9674;3885;4830;478;427;0;0;14;0;0;40;0;0;0
"2";"208";"09";"1";"84";"149";"51";"16";"13";"36";"5";0;0;1137;7;1130;423;554;64;79;0;0;2;0;0;8;0;0;0
"2";"208";"09";"1";"84";"149";"51";"16";"13";"36";"0";11308;1198;8776;102;8674;3404;4400;433;337;0;0;7;0;0;93;0;0;0
"2";"209";"09";"1";"63";"000";"71";"15";"14";"47";"0";0;0;105;1;104;30;68;6;0;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"63";"000";"71";"15";"14";"47";"0";36094;4336;26554;325;26229;9477;14993;708;993;0;0;58;0;0;0;0;0;0
"2";"209";"09";"1";"63";"000";"71";"15";"14";"47";"5";0;0;4118;37;4081;1184;2575;114;199;0;0;9;0;0;0;0;0;0
"2";"209";"09";"1";"63";"000";"71";"15";"14";"47";"0";663;88;462;9;453;146;276;14;17;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"113";"21";"04";"46";"15";"0";418;26;367;9;358;73;246;13;26;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"113";"21";"04";"46";"15";"0";1526;105;1280;13;1267;174;1012;38;41;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"113";"21";"04";"46";"15";"5";0;0;126;0;126;27;81;7;11;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"114";"31";"13";"31";"29";"5";0;0;472;0;472;90;350;18;14;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"114";"31";"13";"31";"29";"0";2986;501;2183;31;2152;495;1529;74;52;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"116";"21";"02";"55";"09";"5";0;0;76;0;76;15;53;3;5;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"116";"21";"02";"55";"09";"0";1642;81;1390;15;1375;204;1097;20;50;0;0;4;0;0;0;0;0;0
"2";"209";"09";"1";"87";"117";"51";"14";"24";"35";"5";0;0;919;2;917;249;582;42;44;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"117";"51";"14";"24";"35";"0";9136;949;7094;69;7025;1850;4655;242;270;0;0;8;0;0;0;0;0;0
"2";"209";"09";"1";"87";"118";"31";"19";"23";"28";"5";0;0;442;20;422;69;311;20;22;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"118";"31";"19";"23";"28";"0";3577;455;2761;32;2729;657;1848;111;107;0;0;6;0;0;0;0;0;0
"2";"209";"09";"1";"87";"120";"41";"17";"22";"41";"5";0;0;463;4;459;101;311;21;26;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"120";"41";"17";"22";"41";"0";3475;478;2628;23;2605;658;1735;96;110;0;0;6;0;0;0;0;0;0
"2";"209";"09";"1";"87";"121";"11";"17";"40";"20";"5";0;0;184;2;182;29;137;5;11;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"121";"11";"17";"40";"20";"0";967;191;686;9;677;113;492;46;26;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"122";"51";"13";"18";"24";"5";0;0;663;2;661;201;409;11;38;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"122";"51";"13";"18";"24";"0";8291;692;6594;58;6536;2050;4086;177;216;0;0;7;0;0;0;0;0;0
"2";"209";"09";"1";"87";"123";"04";"06";"17";"37";"0";232;37;172;4;168;35;122;7;4;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"124";"21";"05";"30";"21";"0";2133;167;1695;18;1677;414;1162;39;60;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"124";"21";"05";"30";"21";"5";0;0;164;0;164;32;120;2;10;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"125";"11";"06";"38";"16";"5";0;0;119;0;119;24;78;6;9;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"125";"11";"06";"38";"16";"0";1314;127;1050;6;1044;194;778;36;34;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"126";"21";"03";"49";"15";"5";0;0;96;0;96;21;64;3;8;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"126";"21";"03";"49";"15";"0";1661;97;1417;13;1404;244;1092;29;38;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"128";"41";"09";"34";"27";"0";1093;121;856;7;849;252;533;21;43;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"128";"41";"09";"34";"27";"0";2513;275;1988;21;1967;404;1421;54;83;0;0;5;0;0;0;0;0;0
"2";"209";"09";"1";"87";"128";"41";"09";"34";"27";"5";0;0;369;0;369;87;236;14;30;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"129";"41";"07";"38";"20";"5";0;0;433;2;431;75;325;9;22;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"129";"41";"07";"38";"20";"0";4012;443;3181;27;3154;547;2433;93;76;0;0;5;0;0;0;0;0;0
"2";"209";"09";"1";"87";"130";"41";"12";"28";"23";"0";493;50;396;2;394;118;242;16;18;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"130";"41";"12";"28";"23";"0";4815;488;3860;36;3824;928;2549;147;194;0;0;6;0;0;0;0;0;0
"2";"209";"09";"1";"87";"130";"41";"12";"28";"23";"5";0;0;513;0;513;132;323;22;33;0;0;3;0;0;0;0;0;0
"2";"209";"09";"1";"87";"131";"21";"11";"22";"27";"5";0;0;156;1;155;46;104;3;2;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"131";"21";"11";"22";"27";"0";1621;165;1286;19;1267;372;827;34;33;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"132";"21";"05";"47";"15";"5";0;0;160;1;159;28;118;3;10;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"132";"21";"05";"47";"15";"0";1663;170;1303;19;1284;161;1032;54;35;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"134";"11";"04";"53";"14";"5";0;0;84;0;84;20;52;2;10;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"134";"11";"04";"53";"14";"0";1161;62;970;6;964;160;741;28;35;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"137";"31";"13";"31";"24";"5";0;0;238;1;237;51;168;2;11;0;0;5;0;0;0;0;0;0
"2";"209";"09";"1";"87";"137";"31";"13";"31";"24";"0";3396;246;2776;32;2744;665;1893;79;103;0;0;4;0;0;0;0;0;0
"2";"209";"09";"1";"87";"138";"04";"12";"45";"20";"0";660;104;498;4;494;74;379;25;16;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"138";"04";"12";"45";"20";"5";0;0;133;0;133;24;96;10;3;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"139";"11";"05";"47";"17";"0";1427;112;1163;23;1140;139;934;38;29;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"139";"11";"05";"47";"17";"5";0;0;110;0;110;19;84;5;2;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"142";"31";"06";"38";"20";"5";0;0;134;0;134;29;97;1;7;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"142";"31";"06";"38";"20";"0";2289;141;1906;16;1890;383;1408;35;58;0;0;6;0;0;0;0;0;0
"2";"209";"09";"1";"87";"145";"04";"03";"54";"12";"0";637;31;555;3;552;49;449;43;10;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"148";"41";"14";"18";"41";"5";0;0;482;2;480;127;307;15;29;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"148";"41";"14";"18";"41";"0";4306;572;3274;44;3230;1079;1969;83;95;0;0;4;0;0;0;0;0;0
"2";"209";"09";"1";"87";"150";"51";"11";"12";"27";"5";0;0;680;10;670;204;414;22;30;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"150";"51";"11";"12";"27";"0";9136;734;7000;82;6918;2576;3948;115;258;0;0;21;0;0;0;0;0;0
"2";"209";"09";"1";"87";"154";"31";"13";"30";"26";"5";0;0;197;0;197;59;120;6;12;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"154";"31";"13";"30";"26";"0";2146;200;1760;25;1735;384;1207;57;86;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"156";"11";"10";"31";"22";"0";924;73;766;4;762;159;557;20;24;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"156";"11";"10";"31";"22";"5";0;0;107;0;107;29;69;4;5;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"156";"11";"10";"31";"22";"0";480;36;381;5;376;70;284;7;15;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"157";"31";"15";"34";"31";"5";0;0;440;1;439;85;325;11;18;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"157";"31";"15";"34";"31";"0";3345;476;2512;26;2486;537;1796;87;65;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"159";"31";"03";"48";"14";"5";0;0;123;1;122;28;89;3;2;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"159";"31";"03";"48";"14";"0";2829;131;2321;25;2296;380;1769;68;75;0;0;4;0;0;0;0;0;0
"2";"209";"09";"1";"87";"162";"41";"18";"27";"35";"0";748;136;617;9;608;125;437;22;24;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"162";"41";"18";"27";"35";"0";5685;1046;4021;48;3973;962;2614;201;187;0;0;9;0;0;0;0;0;0
"2";"209";"09";"1";"87";"162";"41";"18";"27";"35";"5";0;0;1055;8;1047;211;717;57;59;0;0;3;0;0;0;0;0;0
"2";"209";"09";"1";"87";"163";"11";"07";"39";"23";"5";0;0;105;1;104;30;64;3;7;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"163";"11";"07";"39";"23";"0";1265;111;1045;12;1033;214;759;32;26;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"164";"04";"02";"40";"13";"0";692;27;538;6;532;124;378;14;16;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"165";"41";"10";"16";"28";"5";0;0;394;2;392;123;238;19;12;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"165";"41";"10";"16";"28";"0";6553;414;5366;74;5292;1934;3023;125;192;0;0;18;0;0;0;0;0;0
"2";"209";"09";"1";"87";"167";"31";"09";"40";"20";"0";2936;218;2423;30;2393;580;1672;57;79;0;0;5;0;0;0;0;0;0
"2";"209";"09";"1";"87";"167";"31";"09";"40";"20";"5";0;0;209;0;209;44;135;8;21;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"168";"21";"16";"38";"29";"0";1125;146;903;4;899;127;700;53;19;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"168";"21";"16";"38";"29";"0";968;131;762;6;756;169;532;33;22;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"168";"21";"16";"38";"29";"5";0;0;259;0;259;55;176;17;11;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"169";"31";"07";"24";"24";"5";0;0;242;8;234;62;151;7;14;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"169";"31";"07";"24";"24";"0";2989;243;2411;33;2378;720;1543;45;68;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"170";"21";"06";"33";"20";"5";0;0;173;0;173;53;103;9;8;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"170";"21";"06";"33";"20";"0";2203;180;1741;17;1724;484;1141;43;55;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"172";"21";"06";"56";"15";"0";1408;138;1137;11;1126;155;901;31;39;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"172";"21";"06";"56";"15";"5";0;0;133;1;132;18;106;4;4;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"173";"11";"02";"43";"14";"0";696;89;591;8;583;86;462;17;16;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"173";"11";"02";"43";"14";"5";0;0;62;0;62;10;47;3;2;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"174";"21";"05";"52";"14";"5";0;0;76;0;76;15;53;1;7;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"174";"21";"05";"52";"14";"0";1347;78;1162;9;1153;180;893;42;38;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"176";"21";"05";"43";"17";"5";0;0;90;0;90;13;64;3;10;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"176";"21";"05";"43";"17";"0";1590;92;1261;8;1253;265;905;32;50;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"177";"41";"13";"19";"38";"0";6744;921;5072;69;5003;1458;3153;168;221;0;0;3;0;0;0;0;0;0
"2";"209";"09";"1";"87";"177";"41";"13";"19";"38";"5";0;0;893;6;887;199;610;35;41;0;0;2;0;0;0;0;0;0
"2";"209";"09";"1";"87";"179";"31";"04";"49";"16";"5";0;0;195;3;192;40;133;7;12;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"179";"31";"04";"49";"16";"0";3074;202;2693;17;2676;423;2113;56;83;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"181";"21";"04";"48";"17";"5";0;0;72;0;72;17;50;2;3;0;0;0;0;0;0;0;0;0
"2";"209";"09";"1";"87";"181";"21";"04";"48";"17";"0";1494;75;1305;14;1291;195;1045;18;32;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"182";"51";"11";"17";"40";"0";567;66;401;4;397;163;204;9;20;0;0;1;0;0;0;0;0;0
"2";"209";"09";"1";"87";"182";"51";"11";"17";"40";"0";5600;736;4084;46;4038;1418;2280;148;187;0;0;5;0;0;0;0;0;0
"2";"209";"09";"1";"87";"182";"51";"11";"17";"40";"5";0;0;763;5;758;211;480;24;43;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"111";"21";"17";"39";"23";"5";0;0;293;1;292;52;206;21;13;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"111";"21";"17";"39";"23";"0";1971;308;1449;13;1436;305;982;78;62;0;0;1;0;0;8;0;0;0
"2";"210";"09";"1";"73";"112";"51";"19";"21";"41";"0";8954;1277;6510;76;6434;1751;4091;314;247;0;0;7;0;0;24;0;0;0
"2";"210";"09";"1";"73";"112";"51";"19";"21";"41";"5";0;0;1396;9;1387;230;1033;57;63;0;0;1;0;0;3;0;0;0
"2";"210";"09";"1";"73";"112";"51";"19";"21";"41";"0";1406;271;1047;7;1040;172;770;55;40;0;0;0;0;0;3;0;0;0
"2";"210";"09";"1";"73";"113";"21";"10";"25";"29";"5";0;0;251;0;251;60;181;7;3;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"113";"21";"10";"25";"29";"0";1892;260;1467;7;1460;278;1084;52;42;0;0;1;0;0;3;0;0;0
"2";"210";"09";"1";"73";"115";"11";"11";"27";"25";"5";0;0;116;0;116;37;63;8;8;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"115";"11";"11";"27";"25";"0";1126;117;887;5;882;210;606;26;36;0;0;1;0;0;3;0;0;0
"2";"210";"09";"1";"73";"118";"31";"07";"47";"20";"5";0;0;227;1;226;30;165;20;10;0;0;0;0;0;1;0;0;0
"2";"210";"09";"1";"73";"118";"31";"07";"47";"20";"0";3001;245;2426;15;2411;264;1938;98;92;0;0;2;0;0;17;0;0;0
"2";"210";"09";"1";"73";"120";"31";"07";"41";"20";"0";2818;205;2337;26;2311;335;1750;126;80;0;0;2;0;0;18;0;0;0
"2";"210";"09";"1";"73";"120";"31";"07";"41";"20";"5";0;0;189;3;186;38;127;9;12;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"123";"21";"11";"33";"27";"0";2005;189;1615;20;1595;343;1092;85;68;0;0;2;0;0;5;0;0;0
"2";"210";"09";"1";"73";"123";"21";"11";"33";"27";"5";0;0;185;1;184;29;131;9;14;0;0;0;0;0;1;0;0;0
"2";"210";"09";"1";"73";"124";"21";"08";"32";"27";"0";1858;102;1588;13;1575;235;1234;56;48;0;0;0;0;0;2;0;0;0
"2";"210";"09";"1";"73";"124";"21";"08";"32";"27";"5";0;0;100;1;99;13;74;5;7;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"126";"61";"25";"10";"33";"0";1924;180;1481;14;1467;458;890;60;46;0;0;2;0;0;11;0;0;0
"2";"210";"09";"1";"73";"126";"61";"25";"10";"33";"0";11979;1063;9510;89;9421;2754;5840;404;378;0;0;3;0;0;42;0;0;0
"2";"210";"09";"1";"73";"126";"61";"25";"10";"33";"5";0;0;1244;2;1242;290;839;48;58;0;0;0;0;0;7;0;0;0
"2";"210";"09";"1";"73";"126";"61";"25";"10";"33";"0";1016;172;814;17;797;253;489;25;27;0;0;0;0;0;3;0;0;0
"2";"210";"09";"1";"73";"127";"11";"14";"26";"32";"0";772;74;615;14;601;102;445;25;27;0;0;1;0;0;1;0;0;0
"2";"210";"09";"1";"73";"130";"31";"31";"31";"45";"5";0;0;485;3;482;83;289;60;49;0;0;0;0;0;1;0;0;0
"2";"210";"09";"1";"73";"130";"31";"31";"31";"45";"0";2423;510;1703;9;1694;377;1007;144;152;0;0;4;0;0;10;0;0;0
"2";"210";"09";"1";"73";"131";"04";"04";"46";"15";"0";545;34;466;3;463;45;400;5;12;0;0;0;0;0;1;0;0;0
"2";"210";"09";"1";"73";"133";"31";"19";"26";"30";"0";2918;447;2209;23;2186;597;1412;78;93;0;0;2;0;0;4;0;0;0
"2";"210";"09";"1";"73";"133";"31";"19";"26";"30";"5";0;0;478;2;476;85;328;21;41;0;0;0;0;0;1;0;0;0
"2";"210";"09";"1";"73";"134";"21";"09";"30";"21";"0";1567;150;1255;12;1243;177;972;50;43;0;0;1;0;0;0;0;0;0
"2";"210";"09";"1";"73";"134";"21";"09";"30";"21";"5";0;0;146;1;145;31;96;9;9;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"135";"41";"13";"28";"28";"5";0;0;647;11;636;106;466;38;23;0;0;0;0;0;3;0;0;0
"2";"210";"09";"1";"73";"135";"41";"13";"28";"28";"0";5887;660;4599;31;4568;735;3517;185;118;0;0;2;0;0;11;0;0;0
"2";"210";"09";"1";"73";"137";"31";"16";"42";"22";"5";0;0;230;3;227;56;134;18;19;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"137";"31";"16";"42";"22";"0";473;61;370;4;366;62;253;19;29;0;0;2;0;0;1;0;0;0
"2";"210";"09";"1";"73";"137";"31";"16";"42";"22";"0";1865;177;1537;14;1523;192;1176;97;56;0;0;1;0;0;1;0;0;0
"2";"210";"09";"1";"73";"140";"11";"11";"26";"26";"5";0;0;178;0;178;28;125;13;12;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"140";"11";"11";"26";"26";"0";1104;81;903;16;887;212;624;30;18;0;0;2;0;0;1;0;0;0
"2";"210";"09";"1";"73";"141";"04";"05";"38";"23";"0";548;27;469;3;466;67;372;16;11;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"142";"11";"06";"32";"30";"0";728;69;573;4;569;105;436;15;11;0;0;0;0;0;2;0;0;0
"2";"210";"09";"1";"73";"145";"21";"11";"42";"21";"0";1128;97;938;8;930;158;698;41;31;0;0;1;0;0;1;0;0;0
"2";"210";"09";"1";"73";"145";"21";"11";"42";"21";"0";909;71;747;5;742;60;649;11;21;0;0;1;0;0;0;0;0;0
"2";"210";"09";"1";"73";"145";"21";"11";"42";"21";"5";0;0;152;1;151;25;105;11;10;0;0;0;0;0;0;0;0;0
"2";"210";"09";"1";"73";"147";"51";"20";"12";"46";"0";809;102;686;4;682;204;401;35;39;0;0;0;0;0;3;0;0;0
