,Wahlkreis,Gebiet,Wahlberechtigte,Wähler,Ungültige,Gültige,CDU/CSU,CDU/CSU_prev,CDU/CSU:2,CDU/CSU:2_prev,SPD,SPD_prev,SPD:2,SPD:2_prev,FDP,FDP_prev,FDP:2,FDP:2_prev,GRUENE,GRUENE_prev,GRUENE:2,GRUENE:2_prev,LINKE,LINKE_prev,LINKE:2,LINKE:2_prev,AFD,AFD_prev,AFD:2,AFD:2_prev,KPD,KPD_prev,KPD:2,KPD:2_prev,BHE,BHE_prev,BHE:2,BHE:2_prev,OTHER,OTHER_prev,OTHER:2,OTHER:2_prev
227,210,Passau,102784.0,84673.0,1123.0,83550.0,27561.0,0,0,0,12277.0,0,0,0,2351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626.0,0,0,0,0,0,0,0,39735.0,0,0,0
228,211,Pfarrkirchen,105698.0,89875.0,1060.0,88815.0,21245.0,0,0,0,7452.0,0,0,0,2251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977.0,0,0,0,0,0,0,0,56890.0,0,0,0
229,212,Straubing,114249.0,95020.0,998.0,94022.0,28481.0,0,0,0,11760.0,0,0,0,2416.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948.0,0,0,0,0,0,0,0,49417.0,0,0,0
230,213,Vilshofen,111862.0,93812.0,1464.0,92348.0,22791.0,0,0,0,11945.0,0,0,0,1748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723.0,0,0,0,0,0,0,0,54141.0,0,0,0
231,214,Amberg,124724.0,108012.0,2052.0,105960.0,35502.0,0,0,0,23747.0,0,0,0,5797.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731.0,0,0,0,0,0,0,0,38183.0,0,0,0
232,215,Burglengenfeld,104094.0,91186.0,1699.0,89487.0,33144.0,0,0,0,21813.0,0,0,0,2907.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944.0,0,0,0,0,0,0,0,28679.0,0,0,0
233,216,Cham,99429.0,85285.0,1614.0,83671.0,30335.0,0,0,0,18632.0,0,0,0,3456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210.0,0,0,0,0,0,0,0,29038.0,0,0,0
234,217,Regensburg,128586.0,104608.0,1810.0,102798.0,34809.0,0,0,0,19981.0,0,0,0,3996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4926.0,0,0,0,0,0,0,0,39086.0,0,0,0
235,218,Tirschenreuth,110024.0,97118.0,2165.0,94953.0,33921.0,0,0,0,26798.0,0,0,0,5090.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3327.0,0,0,0,0,0,0,0,25817.0,0,0,0
236,219,Bamberg,116271.0,99940.0,2043.0,97897.0,32305.0,0,0,0,17973.0,0,0,0,6328.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843.0,0,0,0,0,0,0,0,38448.0,0,0,0
237,220,Bayreuth,123089.0,99775.0,3346.0,96429.0,17321.0,0,0,0,38277.0,0,0,0,14593.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5692.0,0,0,0,0,0,0,0,20546.0,0,0,0
238,221,Coburg,132307.0,111029.0,2604.0,108425.0,20176.0,0,0,0,38682.0,0,0,0,20999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4172.0,0,0,0,0,0,0,0,24396.0,0,0,0
239,222,Forchheim,112441.0,95639.0,2391.0,93248.0,32574.0,0,0,0,17238.0,0,0,0,7639.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655.0,0,0,0,0,0,0,0,34142.0,0,0,0
240,223,Hof,126220.0,103816.0,4096.0,99720.0,16393.0,0,0,0,34904.0,0,0,0,14564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6026.0,0,0,0,0,0,0,0,27833.0,0,0,0
241,224,Kulmbach,119924.0,100512.0,2372.0,98140.0,19204.0,0,0,0,27040.0,0,0,0,11511.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3335.0,0,0,0,0,0,0,0,37050.0,0,0,0
242,225,Ansbach,135617.0,107855.0,6469.0,101386.0,35419.0,0,0,0,18093.0,0,0,0,24341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919.0,0,0,0,0,0,0,0,21614.0,0,0,0
243,226,Erlangen,123182.0,99925.0,2948.0,96977.0,18479.0,0,0,0,26026.0,0,0,0,19062.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682.0,0,0,0,0,0,0,0,29728.0,0,0,0
244,227,Nürnberg,168194.0,133298.0,4888.0,128410.0,20053.0,0,0,0,50882.0,0,0,0,17558.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13420.0,0,0,0,0,0,0,0,26497.0,0,0,0
245,228,Nürnberg  Fürth,157929.0,126098.0,4507.0,121591.0,16062.0,0,0,0,45289.0,0,0,0,16775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12003.0,0,0,0,0,0,0,0,31462.0,0,0,0
246,229,Schwabach,129272.0,106247.0,5434.0,100813.0,20753.0,0,0,0,33759.0,0,0,0,20486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7046.0,0,0,0,0,0,0,0,18769.0,0,0,0
247,230,Weißenburg,140136.0,116938.0,2836.0,114102.0,48671.0,0,0,0,25330.0,0,0,0,11691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811.0,0,0,0,0,0,0,0,25599.0,0,0,0
248,231,Aschaffenburg,145831.0,121958.0,4783.0,117175.0,54806.0,0,0,0,25534.0,0,0,0,3863.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3749.0,0,0,0,0,0,0,0,29223.0,0,0,0
249,232,Bad Kissingen,127382.0,105557.0,2416.0,103141.0,43704.0,0,0,0,17390.0,0,0,0,7827.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.0,0,0,0,0,0,0,0,32533.0,0,0,0
250,233,Karlstadt,115544.0,96456.0,2717.0,93739.0,50582.0,0,0,0,14906.0,0,0,0,3911.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027.0,0,0,0,0,0,0,0,22313.0,0,0,0
251,234,Schweinfurt,130819.0,109113.0,3152.0,105961.0,40746.0,0,0,0,24773.0,0,0,0,9061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2887.0,0,0,0,0,0,0,0,28494.0,0,0,0
252,235,Würzburg,144858.0,113639.0,3059.0,110580.0,48422.0,0,0,0,23919.0,0,0,0,7541.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5296.0,0,0,0,0,0,0,0,25402.0,0,0,0
253,236,Augsburg-Stadt,126365.0,94287.0,3062.0,91225.0,26411.0,0,0,0,24245.0,0,0,0,7851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6275.0,0,0,0,0,0,0,0,26443.0,0,0,0
254,237,Augsburg-Land,123890.0,102299.0,3853.0,98446.0,38994.0,0,0,0,21032.0,0,0,0,4335.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568.0,0,0,0,0,0,0,0,31517.0,0,0,0
255,238,Dillingen,116971.0,92776.0,2659.0,90117.0,32010.0,0,0,0,18144.0,0,0,0,4499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.0,0,0,0,0,0,0,0,33473.0,0,0,0
256,239,Donauwörth,111674.0,91736.0,4818.0,86918.0,31470.0,0,0,0,14876.0,0,0,0,6359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763.0,0,0,0,0,0,0,0,32450.0,0,0,0
257,240,Kaufbeuren,118544.0,99058.0,2171.0,96887.0,30374.0,0,0,0,16157.0,0,0,0,6368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691.0,0,0,0,0,0,0,0,42297.0,0,0,0
258,241,Kempten,142635.0,115775.0,3410.0,112365.0,48882.0,0,0,0,21526.0,0,0,0,10020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.0,0,0,0,0,0,0,0,29062.0,0,0,0
259,242,Memmingen,114155.0,95272.0,5270.0,90002.0,34823.0,0,0,0,17063.0,0,0,0,8356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894.0,0,0,0,0,0,0,0,27866.0,0,0,0
260,909,Bayern,5984175.0,4851576.0,123953.0,4727623.0,1380448.0,0,0,0,1075416.0,0,0,0,404145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195852.0,0,0,0,0,0,0,0,1671762.0,0,0,0
261,999,Bundesgebiet ohne Berlin,31207620.0,24495614.0,763216.0,23732398.0,7359084.0,0,0,0,6934975.0,0,0,0,2829920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361706.0,0,0,0,0,0,0,0,5246713.0,0,0,0
