Date,Euro,Swiss Franc,U.K. Pound Sterling,U.S. Dollar,Day,Month,Year
2013-04-04,1.2818,0.9496,1.5054,1.0,4,4,2013
2013-04-05,1.2944,0.9406,1.5222,1.0,5,4,2013
2013-04-08,1.3023,0.9335,1.5304,1.0,8,4,2013
2013-04-09,1.304,0.9356,1.5294,1.0,9,4,2013
2013-04-10,1.3086,0.9309,1.5306,1.0,10,4,2013
2013-04-11,1.3119,0.9285,1.5391,1.0,11,4,2013
2013-04-12,1.3052,0.9309,1.5374,1.0,12,4,2013
2013-04-15,1.3081,0.929,1.5339,1.0,15,4,2013
2013-04-16,1.3129,0.9279,1.5306,1.0,16,4,2013
2013-04-17,1.3129,0.9238,1.5254,1.0,17,4,2013
2013-04-18,1.3045,0.9311,1.5256,1.0,18,4,2013
2013-04-19,1.3115,0.9301,1.535,1.0,19,4,2013
2013-04-22,1.3037,0.9343,1.5238,1.0,22,4,2013
2013-04-23,1.299,0.9408,1.5239,1.0,23,4,2013
2013-04-24,1.3006,0.9456,1.5277,1.0,24,4,2013
2013-04-25,1.308,0.943,1.544,1.0,25,4,2013
2013-04-26,1.2999,0.9441,1.5457,1.0,26,4,2013
2013-04-29,1.3113,0.9393,1.5522,1.0,29,4,2013
2013-04-30,1.3072,0.9363,1.5485,1.0,30,4,2013
2013-05-01,1.3191,0.9288,1.5569,1.0,1,5,2013
2013-05-02,1.3191,0.9288,1.5574,1.0,2,5,2013
2013-05-03,1.3114,0.9322,1.5555,1.0,3,5,2013
2013-05-06,1.3107,0.9372,1.5538,1.0,6,5,2013
2013-05-07,1.3107,0.9397,1.5534,1.0,7,5,2013
2013-05-08,1.3135,0.94,1.5503,1.0,8,5,2013
2013-05-09,1.3142,0.9557,1.557,1.0,9,5,2013
2013-05-10,1.2988,0.9557,1.54,1.0,10,5,2013
2013-05-13,1.2973,0.9555,1.5372,1.0,13,5,2013
2013-05-14,1.2977,0.9577,1.5277,1.0,14,5,2013
2013-05-15,1.2864,0.973,1.5204,1.0,15,5,2013
2013-05-16,1.289,0.967,1.5211,1.0,16,5,2013
2013-05-17,1.2869,0.9655,1.5249,1.0,17,5,2013
2013-05-20,1.2853,0.9693,1.5198,1.0,20,5,2013
2013-05-21,1.2866,0.9693,1.5152,1.0,21,5,2013
2013-05-22,1.2923,0.974,1.5092,1.0,22,5,2013
2013-05-23,1.2888,0.9662,1.5087,1.0,23,5,2013
2013-05-24,1.2939,0.9622,1.5118,1.0,24,5,2013
2013-05-28,1.2938,0.9682,1.5108,1.0,28,5,2013
2013-05-29,1.2952,0.9658,1.5068,1.0,29,5,2013
2013-05-30,1.2944,0.9595,1.5154,1.0,30,5,2013
2013-05-31,1.3006,0.9534,1.5214,1.0,31,5,2013
2013-06-03,1.3008,0.9565,1.5253,1.0,3,6,2013
2013-06-04,1.3092,0.946,1.5293,1.0,4,6,2013
2013-06-05,1.3067,0.9472,1.536,1.0,5,6,2013
2013-06-06,1.3118,0.9417,1.5449,1.0,6,6,2013
2013-06-07,1.326,0.9265,1.5576,1.0,7,6,2013
2013-06-10,1.3209,0.9371,1.5541,1.0,10,6,2013
2013-06-11,1.3273,0.9279,1.554,1.0,11,6,2013
2013-06-12,1.3277,0.9279,1.5661,1.0,12,6,2013
2013-06-13,1.3315,0.9212,1.5671,1.0,13,6,2013
2013-06-14,1.3303,0.9247,1.5645,1.0,14,6,2013
2013-06-17,1.3337,0.9232,1.5708,1.0,17,6,2013
2013-06-18,1.3374,0.9193,1.5619,1.0,18,6,2013
2013-06-19,1.3406,0.9213,1.5639,1.0,19,6,2013
2013-06-20,1.32,0.9336,1.5453,1.0,20,6,2013
2013-06-21,1.318,0.9278,1.548,1.0,21,6,2013
2013-06-24,1.3086,0.9348,1.5354,1.0,24,6,2013
2013-06-25,1.3134,0.9344,1.5448,1.0,25,6,2013
2013-06-26,1.3024,0.9412,1.5358,1.0,26,6,2013
2013-06-27,1.3032,0.9457,1.5284,1.0,27,6,2013
2013-06-28,1.308,0.9448,1.5231,1.0,28,6,2013
2013-07-01,1.3037,0.9449,1.5223,1.0,1,7,2013
2013-07-02,1.3017,0.9476,1.5194,1.0,2,7,2013
2013-07-03,1.2959,0.9511,1.5254,1.0,3,7,2013
2013-07-08,1.285,0.9643,1.4906,1.0,8,7,2013
2013-07-09,1.2857,0.9677,1.4856,1.0,9,7,2013
2013-07-10,1.2813,0.9693,1.4899,1.0,10,7,2013
2013-07-11,1.3044,0.9492,1.5112,1.0,11,7,2013
2013-07-12,1.3034,0.9495,1.5109,1.0,12,7,2013
2013-07-15,1.3012,0.9513,1.5054,1.0,15,7,2013
2013-07-16,1.3118,0.9429,1.5104,1.0,16,7,2013
2013-07-17,1.3136,0.9391,1.5222,1.0,17,7,2013
2013-07-18,1.3093,0.9438,1.5219,1.0,18,7,2013
2013-07-19,1.3123,0.9427,1.5253,1.0,19,7,2013
2013-07-22,1.3166,0.9384,1.5333,1.0,22,7,2013
2013-07-23,1.318,0.9394,1.5348,1.0,23,7,2013
2013-07-24,1.3246,0.9355,1.5351,1.0,24,7,2013
2013-07-25,1.3202,0.9373,1.5282,1.0,25,7,2013
2013-07-26,1.326,0.9292,1.5405,1.0,26,7,2013
2013-07-29,1.327,0.9276,1.539,1.0,29,7,2013
2013-07-30,1.3284,0.9299,1.5313,1.0,30,7,2013
2013-07-31,1.3275,0.9286,1.5196,1.0,31,7,2013
2013-08-01,1.3236,0.9378,1.5165,1.0,1,8,2013
2013-08-02,1.3203,0.9378,1.5146,1.0,2,8,2013
2013-08-05,1.3257,0.9309,1.5348,1.0,5,8,2013
2013-08-06,1.328,0.9273,1.5358,1.0,6,8,2013
2013-08-07,1.3305,0.926,1.5448,1.0,7,8,2013
2013-08-08,1.336,0.9209,1.5511,1.0,8,8,2013
2013-08-09,1.3373,0.9205,1.5532,1.0,9,8,2013
2013-08-12,1.328,0.9288,1.548,1.0,12,8,2013
2013-08-13,1.329,0.9288,1.5453,1.0,13,8,2013
2013-08-14,1.3243,0.9365,1.5483,1.0,14,8,2013
2013-08-15,1.3297,0.9354,1.5578,1.0,15,8,2013
2013-08-16,1.334,0.9265,1.5642,1.0,16,8,2013
2013-08-19,1.3344,0.9257,1.565,1.0,19,8,2013
2013-08-20,1.3392,0.9209,1.5661,1.0,20,8,2013
2013-08-21,1.3384,0.9203,1.5665,1.0,21,8,2013
2013-08-22,1.3323,0.9284,1.5574,1.0,22,8,2013
2013-08-23,1.3355,0.9246,1.5603,1.0,23,8,2013
2013-08-26,1.3361,0.9236,1.5516,1.0,26,8,2013
2013-08-27,1.3338,0.9236,1.5516,1.0,27,8,2013
2013-08-28,1.3347,0.9201,1.5463,1.0,28,8,2013
2013-08-29,1.3266,0.9286,1.5507,1.0,29,8,2013
2013-08-30,1.3235,0.9302,1.5501,1.0,30,8,2013
2013-09-03,1.3172,0.9356,1.5575,1.0,3,9,2013
2013-09-04,1.3171,0.9365,1.5612,1.0,4,9,2013
2013-09-05,1.3202,0.9381,1.5615,1.0,5,9,2013
2013-09-06,1.3117,0.9453,1.5565,1.0,6,9,2013
2013-09-09,1.3194,0.9369,1.5673,1.0,9,9,2013
2013-09-10,1.324,0.9348,1.5702,1.0,10,9,2013
2013-09-11,1.3268,0.9347,1.5771,1.0,11,9,2013
2013-09-12,1.329,0.9306,1.5811,1.0,12,9,2013
2013-09-13,1.3295,0.9317,1.5812,1.0,13,9,2013
2013-09-16,1.3357,0.9276,1.5924,1.0,16,9,2013
2013-09-17,1.3356,0.9254,1.5903,1.0,17,9,2013
2013-09-18,1.3352,0.9264,1.5966,1.0,18,9,2013
2013-09-19,1.3545,0.9099,1.6081,1.0,19,9,2013
2013-09-20,1.3514,0.9093,1.6024,1.0,20,9,2013
2013-09-23,1.3508,0.9123,1.6052,1.0,23,9,2013
2013-09-24,1.3473,0.9122,1.5982,1.0,24,9,2013
2013-09-25,1.3504,0.911,1.604,1.0,25,9,2013
2013-09-26,1.3499,0.9098,1.6057,1.0,26,9,2013
2013-09-27,1.3537,0.9063,1.6088,1.0,27,9,2013
2013-09-30,1.3505,0.9052,1.6153,1.0,30,9,2013
2013-10-01,1.3554,0.904,1.623,1.0,1,10,2013
2013-10-02,1.3515,0.9049,1.6202,1.0,2,10,2013
2013-10-03,1.3594,0.9016,1.6215,1.0,3,10,2013
2013-10-04,1.3593,0.9026,1.6048,1.0,4,10,2013
2013-10-07,1.3572,0.9037,1.607,1.0,7,10,2013
2013-10-08,1.3576,0.9051,1.6082,1.0,8,10,2013
2013-10-09,1.3515,0.9097,1.5972,1.0,9,10,2013
2013-10-10,1.3532,0.9101,1.5938,1.0,10,10,2013
2013-10-11,1.3566,0.9079,1.5977,1.0,11,10,2013
2013-10-15,1.3493,0.917,1.5923,1.0,15,10,2013
2013-10-16,1.3561,0.9114,1.6032,1.0,16,10,2013
2013-10-17,1.3662,0.9039,1.606,1.0,17,10,2013
2013-10-18,1.3684,0.9007,1.6212,1.0,18,10,2013
2013-10-21,1.3667,0.9032,1.6167,1.0,21,10,2013
2013-10-22,1.3674,0.9034,1.6133,1.0,22,10,2013
2013-10-23,1.3752,0.8954,1.613,1.0,23,10,2013
2013-10-24,1.3805,0.8908,1.6182,1.0,24,10,2013
2013-10-25,1.3777,0.8944,1.6199,1.0,25,10,2013
2013-10-28,1.3784,0.8942,1.6188,1.0,28,10,2013
2013-10-29,1.3768,0.8981,1.6069,1.0,29,10,2013
2013-10-30,1.3755,0.8974,1.6064,1.0,30,10,2013
2013-10-31,1.3641,0.9044,1.6037,1.0,31,10,2013
2013-11-01,1.3505,0.9101,1.5955,1.0,1,11,2013
2013-11-04,1.3506,0.912,1.5972,1.0,4,11,2013
2013-11-05,1.3494,0.9116,1.6048,1.0,5,11,2013
2013-11-06,1.3517,0.9114,1.6087,1.0,6,11,2013
2013-11-07,1.3365,0.9121,1.6081,1.0,7,11,2013
2013-11-08,1.3431,0.9166,1.6075,1.0,8,11,2013
2013-11-11,1.3394,0.9202,1.5993,1.0,11,11,2013
2013-11-12,1.3432,0.9209,1.5877,1.0,12,11,2013
2013-11-13,1.3415,0.9181,1.5965,1.0,13,11,2013
2013-11-14,1.3436,0.9184,1.6019,1.0,14,11,2013
2013-11-15,1.346,0.9183,1.6077,1.0,15,11,2013
2013-11-18,1.3517,0.913,1.6099,1.0,18,11,2013
2013-11-19,1.3502,0.9136,1.6075,1.0,19,11,2013
2013-11-20,1.3527,0.9104,1.6141,1.0,20,11,2013
2013-11-21,1.3472,0.9143,1.6129,1.0,21,11,2013
2013-11-22,1.3518,0.9107,1.6196,1.0,22,11,2013
2013-11-25,1.3514,0.9103,1.6205,1.0,25,11,2013
2013-11-26,1.3547,0.909,1.6183,1.0,26,11,2013
2013-11-27,1.3596,0.9048,1.6319,1.0,27,11,2013
2013-12-02,1.3536,0.9101,1.6381,1.0,2,12,2013
2013-12-03,1.3578,0.9054,1.6429,1.0,3,12,2013
2013-12-04,1.3592,0.9026,1.6363,1.0,4,12,2013
2013-12-05,1.3594,0.9021,1.6345,1.0,5,12,2013
2013-12-06,1.3661,0.8957,1.6358,1.0,6,12,2013
2013-12-09,1.3722,0.8917,1.638,1.0,9,12,2013
2013-12-10,1.375,0.8876,1.6439,1.0,10,12,2013
2013-12-11,1.3767,0.8876,1.6378,1.0,11,12,2013
2013-12-12,1.3775,0.8857,1.6402,1.0,12,12,2013
2013-12-13,1.3727,0.8906,1.6273,1.0,13,12,2013
2013-12-16,1.3776,0.8858,1.6323,1.0,16,12,2013
2013-12-17,1.3749,0.8875,1.626,1.0,17,12,2013
2013-12-18,1.3749,0.8885,1.6354,1.0,18,12,2013
2013-12-19,1.3667,0.8945,1.6372,1.0,19,12,2013
2013-12-20,1.3655,0.8981,1.6338,1.0,20,12,2013
2013-12-23,1.3702,0.8954,1.6357,1.0,23,12,2013
2013-12-24,1.3684,0.895,1.636,1.0,24,12,2013
2013-12-26,1.3814,0.8956,1.6539,1.0,26,12,2013
2013-12-27,1.3814,0.8831,1.6539,1.0,27,12,2013
2013-12-30,1.3783,0.8915,1.6468,1.0,30,12,2013
2014-01-02,1.3658,0.898,1.6527,1.0,2,1,2014
2014-01-03,1.3634,0.9016,1.6463,1.0,3,1,2014
2014-01-06,1.3602,0.9046,1.6378,1.0,6,1,2014
2014-01-07,1.3641,0.9067,1.6409,1.0,7,1,2014
2014-01-08,1.3594,0.9111,1.6423,1.0,8,1,2014
2014-01-09,1.3612,0.9094,1.6453,1.0,9,1,2014
2014-01-10,1.3587,0.9079,1.6423,1.0,10,1,2014
2014-01-13,1.3654,0.9029,1.6448,1.0,13,1,2014
2014-01-14,1.3667,0.9013,1.6426,1.0,14,1,2014
2014-01-15,1.3606,0.9072,1.6422,1.0,15,1,2014
2014-01-16,1.3597,0.9074,1.6335,1.0,16,1,2014
2014-01-17,1.3584,0.9066,1.6443,1.0,17,1,2014
2014-01-21,1.3526,0.9107,1.6417,1.0,21,1,2014
2014-01-22,1.3566,0.9107,1.6549,1.0,22,1,2014
2014-01-23,1.3639,0.9036,1.6596,1.0,23,1,2014
2014-01-24,1.3687,0.8928,1.6612,1.0,24,1,2014
2014-01-27,1.3658,0.8972,1.6562,1.0,27,1,2014
2014-01-28,1.3649,0.8994,1.6564,1.0,28,1,2014
2014-01-29,1.3608,0.8976,1.6558,1.0,29,1,2014
2014-01-30,1.3574,0.8993,1.6488,1.0,30,1,2014
2014-01-31,1.3516,0.9023,1.646,1.0,31,1,2014
2014-02-03,1.3498,0.9045,1.6333,1.0,3,2,2014
2014-02-04,1.3519,0.9042,1.632,1.0,4,2,2014
2014-02-05,1.3543,0.9046,1.6274,1.0,5,2,2014
2014-02-06,1.3495,0.9042,1.631,1.0,6,2,2014
2014-02-07,1.3574,0.9017,1.6335,1.0,7,2,2014
2014-02-10,1.3638,0.8973,1.6391,1.0,10,2,2014
2014-02-11,1.3676,0.8961,1.6434,1.0,11,2,2014
2014-02-12,1.3573,0.9005,1.6526,1.0,12,2,2014
2014-02-13,1.3675,0.8938,1.663,1.0,13,2,2014
2014-02-14,1.3707,0.8923,1.6708,1.0,14,2,2014
2014-02-18,1.3731,0.8906,1.6683,1.0,18,2,2014
2014-02-19,1.3745,0.8882,1.6664,1.0,19,2,2014
2014-02-20,1.3706,0.8908,1.6655,1.0,20,2,2014
2014-02-21,1.3707,0.8901,1.6666,1.0,21,2,2014
2014-02-24,1.3735,0.8885,1.6639,1.0,24,2,2014
2014-02-25,1.3754,0.8874,1.6688,1.0,25,2,2014
2014-02-26,1.3726,0.8878,1.6691,1.0,26,2,2014
2014-02-27,1.3656,0.8904,1.6641,1.0,27,2,2014
2014-02-28,1.3813,0.8818,1.6688,1.0,28,2,2014
2014-03-03,1.3768,0.8844,1.6716,1.0,3,3,2014
2014-03-04,1.3768,0.8844,1.6691,1.0,4,3,2014
2014-03-05,1.3732,0.8878,1.6703,1.0,5,3,2014
2014-03-06,1.3745,0.8869,1.6728,1.0,6,3,2014
2014-03-07,1.3894,0.8765,1.6765,1.0,7,3,2014
2014-03-10,1.3881,0.8784,1.6634,1.0,10,3,2014
2014-03-11,1.385,0.8794,1.661,1.0,11,3,2014
2014-03-12,1.3887,0.8767,1.6592,1.0,12,3,2014
2014-03-13,1.3942,0.871,1.6714,1.0,13,3,2014
2014-03-14,1.3884,0.8739,1.659,1.0,14,3,2014
2014-03-17,1.3906,0.8736,1.661,1.0,17,3,2014
2014-03-18,1.3902,0.8736,1.6622,1.0,18,3,2014
2014-03-19,1.3913,0.8741,1.6653,1.0,19,3,2014
2014-03-20,1.3762,0.8856,1.6516,1.0,20,3,2014
2014-03-21,1.378,0.883,1.6505,1.0,21,3,2014
2014-03-24,1.3774,0.8862,1.6491,1.0,24,3,2014
2014-03-25,1.3789,0.8834,1.6502,1.0,25,3,2014
2014-03-26,1.3791,0.8864,1.6546,1.0,26,3,2014
2014-03-27,1.3758,0.8859,1.6637,1.0,27,3,2014
2014-03-28,1.3759,0.8869,1.6627,1.0,28,3,2014
2014-03-31,1.3788,0.884,1.6643,1.0,31,3,2014
2014-04-01,1.379,0.8831,1.6643,1.0,1,4,2014
2014-04-02,1.3795,0.8841,1.6641,1.0,2,4,2014
2014-04-03,1.3771,0.8867,1.6591,1.0,3,4,2014
2014-04-04,1.37,0.8926,1.6586,1.0,4,4,2014
2014-04-07,1.3723,0.8897,1.6582,1.0,7,4,2014
2014-04-08,1.3774,0.8864,1.6714,1.0,8,4,2014
2014-04-09,1.3794,0.8832,1.6741,1.0,9,4,2014
2014-04-10,1.3867,0.8777,1.6788,1.0,10,4,2014
2014-04-11,1.3872,0.8756,1.6742,1.0,11,4,2014
2014-04-14,1.3827,0.8784,1.6719,1.0,14,4,2014
2014-04-15,1.3803,0.8811,1.6719,1.0,15,4,2014
2014-04-16,1.384,0.8794,1.6789,1.0,16,4,2014
2014-04-17,1.3855,0.8786,1.6814,1.0,17,4,2014
2014-04-18,1.3817,0.8826,1.6822,1.0,18,4,2014
2014-04-21,1.3817,0.8837,1.6822,1.0,21,4,2014
2014-04-22,1.3817,0.8837,1.6822,1.0,22,4,2014
2014-04-23,1.3834,0.8816,1.6803,1.0,23,4,2014
2014-04-24,1.382,0.8829,1.679,1.0,24,4,2014
2014-04-25,1.3831,0.8812,1.6817,1.0,25,4,2014
2014-04-28,1.3861,0.8781,1.684,1.0,28,4,2014
2014-04-29,1.3826,0.8799,1.6804,1.0,29,4,2014
2014-04-30,1.385,0.8821,1.6821,1.0,30,4,2014
2014-05-01,1.3862,0.8788,1.6902,1.0,1,5,2014
2014-05-02,1.3862,0.8793,1.6861,1.0,2,5,2014
2014-05-05,1.3874,0.8776,1.6869,1.0,5,5,2014
2014-05-06,1.3945,0.8735,1.6966,1.0,6,5,2014
2014-05-07,1.3927,0.8744,1.6965,1.0,7,5,2014
2014-05-08,1.3953,0.8734,1.6968,1.0,8,5,2014
2014-05-09,1.3781,0.8828,1.6896,1.0,9,5,2014
2014-05-12,1.3765,0.8874,1.6889,1.0,12,5,2014
2014-05-13,1.3703,0.8898,1.6832,1.0,13,5,2014
2014-05-14,1.3719,0.8898,1.6773,1.0,14,5,2014
2014-05-15,1.3659,0.8951,1.6754,1.0,15,5,2014
2014-05-16,1.3696,0.8918,1.6797,1.0,16,5,2014
2014-05-19,1.3715,0.8913,1.6818,1.0,19,5,2014
2014-05-20,1.3702,0.8919,1.6827,1.0,20,5,2014
2014-05-21,1.3676,0.8929,1.689,1.0,21,5,2014
2014-05-22,1.3668,0.893,1.6865,1.0,22,5,2014
2014-05-23,1.363,0.8964,1.6839,1.0,23,5,2014
2014-05-27,1.3638,0.8956,1.6822,1.0,27,5,2014
2014-05-28,1.3608,0.8978,1.6755,1.0,28,5,2014
2014-05-29,1.3612,0.8968,1.6725,1.0,29,5,2014
2014-05-30,1.3607,0.8968,1.673,1.0,30,5,2014
2014-06-02,1.3611,0.8976,1.6754,1.0,2,6,2014
2014-06-03,1.3645,0.898,1.6744,1.0,3,6,2014
2014-06-04,1.3627,0.8961,1.6742,1.0,4,6,2014
2014-06-05,1.3567,0.8959,1.6765,1.0,5,6,2014
2014-06-06,1.3642,0.8932,1.6813,1.0,6,6,2014
2014-06-09,1.3608,0.8949,1.6809,1.0,9,6,2014
2014-06-10,1.3547,0.9001,1.6779,1.0,10,6,2014
2014-06-11,1.3547,0.9003,1.678,1.0,11,6,2014
2014-06-12,1.3528,0.9001,1.6825,1.0,12,6,2014
2014-06-13,1.3534,0.8981,1.695,1.0,13,6,2014
2014-06-16,1.3532,0.8991,1.6968,1.0,16,6,2014
2014-06-17,1.3568,0.8983,1.6985,1.0,17,6,2014
2014-06-18,1.3563,0.8982,1.6945,1.0,18,6,2014
2014-06-19,1.362,0.8931,1.7019,1.0,19,6,2014
2014-06-20,1.3588,0.8949,1.7043,1.0,20,6,2014
2014-06-23,1.3596,0.8958,1.7025,1.0,23,6,2014
2014-06-24,1.3618,0.8937,1.6993,1.0,24,6,2014
2014-06-25,1.3615,0.8943,1.6971,1.0,25,6,2014
2014-06-26,1.3606,0.8934,1.7028,1.0,26,6,2014
2014-06-27,1.362,0.8936,1.7025,1.0,27,6,2014
2014-06-30,1.3658,0.8903,1.7035,1.0,30,6,2014
2014-07-01,1.3688,0.887,1.7136,1.0,1,7,2014
2014-07-02,1.3656,0.8884,1.7161,1.0,2,7,2014
2014-07-03,1.3646,0.8899,1.7137,1.0,3,7,2014
2014-07-07,1.3592,0.8946,1.712,1.0,7,7,2014
2014-07-08,1.3589,0.8943,1.7119,1.0,8,7,2014
2014-07-09,1.3603,0.8928,1.7111,1.0,9,7,2014
2014-07-10,1.3604,0.8918,1.7112,1.0,10,7,2014
2014-07-11,1.3595,0.8927,1.7135,1.0,11,7,2014
2014-07-14,1.3627,0.891,1.711,1.0,14,7,2014
2014-07-15,1.3613,0.8925,1.7152,1.0,15,7,2014
2014-07-16,1.3532,0.8979,1.7131,1.0,16,7,2014
2014-07-17,1.3525,0.8979,1.711,1.0,17,7,2014
2014-07-18,1.3525,0.8982,1.7096,1.0,18,7,2014
2014-07-21,1.3518,0.8983,1.7078,1.0,21,7,2014
2014-07-22,1.3481,0.9013,1.7068,1.0,22,7,2014
2014-07-23,1.3465,0.9021,1.7049,1.0,23,7,2014
2014-07-24,1.3472,0.9019,1.7013,1.0,24,7,2014
2014-07-25,1.344,0.9035,1.6986,1.0,25,7,2014
2014-07-28,1.3433,0.9042,1.6986,1.0,28,7,2014
2014-07-29,1.3429,0.9043,1.6955,1.0,29,7,2014
2014-07-30,1.3401,0.9075,1.6935,1.0,30,7,2014
2014-07-31,1.3379,0.9092,1.6883,1.0,31,7,2014
2014-08-01,1.3395,0.9064,1.6836,1.0,1,8,2014
2014-08-04,1.3422,0.9064,1.6818,1.0,4,8,2014
2014-08-05,1.3382,0.9092,1.6871,1.0,5,8,2014
2014-08-06,1.3345,0.9111,1.683,1.0,6,8,2014
2014-08-07,1.3368,0.9084,1.6864,1.0,7,8,2014
2014-08-08,1.3388,0.9056,1.6805,1.0,8,8,2014
2014-08-11,1.3386,0.906,1.6782,1.0,11,8,2014
2014-08-12,1.3346,0.9101,1.6779,1.0,12,8,2014
2014-08-13,1.336,0.9085,1.6715,1.0,13,8,2014
2014-08-14,1.3373,0.9062,1.6683,1.0,14,8,2014
2014-08-15,1.3388,0.9058,1.6691,1.0,15,8,2014
2014-08-18,1.3383,0.9045,1.6725,1.0,18,8,2014
2014-08-19,1.3354,0.9068,1.6647,1.0,19,8,2014
2014-08-20,1.3284,0.9117,1.664,1.0,20,8,2014
2014-08-21,1.3262,0.9128,1.6588,1.0,21,8,2014
2014-08-22,1.3267,0.9117,1.6573,1.0,22,8,2014
2014-08-25,1.32,0.9159,1.6583,1.0,25,8,2014
2014-08-26,1.3192,0.9151,1.6572,1.0,26,8,2014
2014-08-27,1.3177,0.9162,1.6579,1.0,27,8,2014
2014-08-28,1.3178,0.915,1.658,1.0,28,8,2014
2014-08-29,1.3188,0.9145,1.6592,1.0,29,8,2014
2014-09-02,1.3115,0.9204,1.6536,1.0,2,9,2014
2014-09-03,1.3151,0.9185,1.6465,1.0,3,9,2014
2014-09-04,1.3015,0.9199,1.6451,1.0,4,9,2014
2014-09-05,1.2948,0.9311,1.6312,1.0,5,9,2014
2014-09-08,1.2947,0.9318,1.6121,1.0,8,9,2014
2014-09-09,1.2902,0.9354,1.613,1.0,9,9,2014
2014-09-10,1.2929,0.9325,1.6126,1.0,10,9,2014
2014-09-11,1.2928,0.9371,1.6241,1.0,11,9,2014
2014-09-12,1.2931,0.935,1.624,1.0,12,9,2014
2014-09-15,1.2911,0.9361,1.6246,1.0,15,9,2014
2014-09-16,1.2949,0.9339,1.6192,1.0,16,9,2014
2014-09-17,1.2956,0.9342,1.6307,1.0,17,9,2014
2014-09-18,1.2872,0.9383,1.6335,1.0,18,9,2014
2014-09-19,1.2852,0.9383,1.6387,1.0,19,9,2014
2014-09-22,1.2845,0.9404,1.6326,1.0,22,9,2014
2014-09-23,1.2892,0.9373,1.6385,1.0,23,9,2014
2014-09-24,1.2826,0.94,1.6407,1.0,24,9,2014
2014-09-25,1.2712,0.9494,1.6303,1.0,25,9,2014
2014-09-26,1.2732,0.9474,1.6318,1.0,26,9,2014
2014-09-29,1.2701,0.9514,1.6231,1.0,29,9,2014
2014-09-30,1.2583,0.9581,1.618,1.0,30,9,2014
2014-10-01,1.2603,0.9587,1.619,1.0,1,10,2014
2014-10-02,1.2631,0.9559,1.6148,1.0,2,10,2014
2014-10-03,1.2616,0.9579,1.607,1.0,3,10,2014
2014-10-06,1.2565,0.9655,1.5984,1.0,6,10,2014
2014-10-07,1.2607,0.9612,1.6063,1.0,7,10,2014
2014-10-08,1.2645,0.958,1.6077,1.0,8,10,2014
2014-10-09,1.2763,0.9493,1.6214,1.0,9,10,2014
2014-10-10,1.2638,0.9546,1.6057,1.0,10,10,2014
2014-10-14,1.2646,0.9549,1.595,1.0,14,10,2014
2014-10-15,1.2666,0.9554,1.5919,1.0,15,10,2014
2014-10-16,1.2749,0.9464,1.5985,1.0,16,10,2014
2014-10-17,1.2823,0.9424,1.6104,1.0,17,10,2014
2014-10-20,1.2773,0.9444,1.6123,1.0,20,10,2014
2014-10-21,1.2762,0.946,1.6147,1.0,21,10,2014
2014-10-22,1.2693,0.9501,1.6053,1.0,22,10,2014
2014-10-23,1.2669,0.9523,1.6007,1.0,23,10,2014
2014-10-24,1.2659,0.9534,1.604,1.0,24,10,2014
2014-10-27,1.2679,0.9513,1.6095,1.0,27,10,2014
2014-10-28,1.2748,0.9499,1.6114,1.0,28,10,2014
2014-10-29,1.2737,0.9469,1.6116,1.0,29,10,2014
2014-10-30,1.2598,0.9579,1.5986,1.0,30,10,2014
2014-10-31,1.2524,0.9589,1.6004,1.0,31,10,2014
2014-11-03,1.2493,0.965,1.6001,1.0,3,11,2014
2014-11-04,1.2514,0.963,1.5999,1.0,4,11,2014
2014-11-05,1.248,0.9651,1.589,1.0,5,11,2014
2014-11-06,1.2517,0.9626,1.5955,1.0,6,11,2014
2014-11-07,1.2393,0.9714,1.583,1.0,7,11,2014
2014-11-10,1.2486,0.9637,1.59,1.0,10,11,2014
2014-11-11,1.2424,0.9687,1.5866,1.0,11,11,2014
2014-11-12,1.2467,0.9647,1.5841,1.0,12,11,2014
2014-11-13,1.2456,0.9642,1.5753,1.0,13,11,2014
2014-11-14,1.2436,0.9655,1.5655,1.0,14,11,2014
2014-11-17,1.2496,0.9617,1.5642,1.0,17,11,2014
2014-11-18,1.2514,0.9601,1.5668,1.0,18,11,2014
2014-11-19,1.2535,0.9587,1.5684,1.0,19,11,2014
2014-11-20,1.2539,0.9582,1.5688,1.0,20,11,2014
2014-11-21,1.2422,0.9682,1.5664,1.0,21,11,2014
2014-11-24,1.241,0.9691,1.5689,1.0,24,11,2014
2014-11-25,1.2424,0.967,1.567,1.0,25,11,2014
2014-11-26,1.2475,0.966,1.5745,1.0,26,11,2014
2014-12-01,1.2469,0.9649,1.5708,1.0,1,12,2014
2014-12-02,1.2424,0.9679,1.5681,1.0,2,12,2014
2014-12-03,1.2331,0.9762,1.5658,1.0,3,12,2014
2014-12-04,1.2311,0.9777,1.5679,1.0,4,12,2014
2014-12-05,1.2362,0.9734,1.5678,1.0,5,12,2014
2014-12-08,1.2258,0.98,1.562,1.0,8,12,2014
2014-12-09,1.2369,0.9735,1.5631,1.0,9,12,2014
2014-12-10,1.2392,0.9714,1.5694,1.0,10,12,2014
2014-12-11,1.2428,0.9644,1.5685,1.0,11,12,2014
2014-12-12,1.245,0.9641,1.5718,1.0,12,12,2014
2014-12-15,1.2426,0.9664,1.5666,1.0,15,12,2014
2014-12-16,1.2537,0.9587,1.5737,1.0,16,12,2014
